id,srno,eventDate,subject_title,debateType,sizeOfVideo,videoUrl
6526,2520,2024-07-03,Birthday Greetings,Announcement by Chair,38 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video4448-07-03-2024.mp4?source=membersrsmedia
6527,2520,2022-12-08,Questions Hour,Question Hour,13 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video202-08-12-2022.mp4?source=membersrsmedia
6528,2520,2022-08-03,Sikh & Gurudwara in Afghanistan,Special Mention,269 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video2-03-08-2022.mp4?source=membersrsmedia
6529,2520,2022-07-18,Oath,Oath Taking,9 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video36-18-07-2022.mp4?source=membersrsmedia
6530,2520,2022-07-18,Oath Taking,Oath Taking,9 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video1385-18-07-2022.mp4?source=membersrsmedia
6531,2521,2025-12-18,Discussion on The Sustainable Harnessing and Advancement of Nuclear Energy for Transforming India Bill 2025,Government Bills,208 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video9822-12-18-2025.mp4?source=membersrsmedia
6532,2521,2025-12-15,Discussion on Election Reforms 2,Business of House,113 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video9943-12-15-2025.mp4?source=membersrsmedia
6533,2521,2025-12-12,Question Hour,Question Hour,94 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video9380-12-12-2025.mp4?source=membersrsmedia
6534,2521,2025-12-04,Discussion on The Central Excise Amendment Bill 2025,Government Bills,340 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video8826-12-04-2025.mp4?source=membersrsmedia
6535,2521,2025-12-04,Speccial mention,Special Mention,42 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video8853-12-04-2025.mp4?source=membersrsmedia
6536,2521,2025-04-02,Question Hour,Question Hour,119 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video7714-04-02-2025.mp4?source=membersrsmedia
6537,2521,2025-03-28,"The Protection of Interests in Aircraft Objects Bill, 2025",Government Bills,98 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video7560-03-28-2025.mp4?source=membersrsmedia
6538,2521,2025-03-28,PRIVATE MEMBERS BUSINESS (RESOLUTIONS),Private Member's Bill,255 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video7570-03-28-2025.mp4?source=membersrsmedia
6539,2521,2025-03-26,Question Hour,Question Hour,94 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video7412-03-26-2025.mp4?source=membersrsmedia
6540,2521,2025-03-18,Discussion on the working of the Ministry of Health and Family Welfare,Union Budget,255 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video7113-03-18-2025.mp4?source=membersrsmedia
6541,2521,2025-03-17,Question Hour,Question Hour,127 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video7014-03-17-2025.mp4?source=membersrsmedia
6542,2521,2025-03-10,"The Railways (Amendment) Bill, 2024",Government Bills,157 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video6828-03-10-2025.mp4?source=membersrsmedia
6543,2521,2025-02-10,Demand to counter hostile drone activity in Indo Pak border,Special Mention,52 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video6526-02-10-2025.mp4?source=membersrsmedia
6544,2521,2024-12-06,Matters raised with the permission of the Chair,Special Mention,52 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video5943-12-06-2024.mp4?source=membersrsmedia
6545,2521,2024-08-09,Birthday Greetings,Announcement by Chair,32 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video5603-08-09-2024.mp4?source=membersrsmedia
6546,2521,2024-08-05,Discussion on the working of the ministry of new and renewable energy,Business of House,175 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video5284-08-05-2024.mp4?source=membersrsmedia
6547,2521,2024-07-30,"Union Budget ,2024-25",Union Budget,108 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video4959-07-30-2024.mp4?source=membersrsmedia
6548,2521,2024-07-02,Discussion on motion of thanks to the President address,Motion of thanks to the President's Address,358 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video4475-07-02-2024.mp4?source=membersrsmedia
6549,2521,2024-02-09,"The Public Examinations (Prevention of Unfair Means) Bill, 2024",Government Bills,88 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video4250-02-09-2024.mp4?source=membersrsmedia
6550,2521,2024-02-07,Question Hour,Question Hour,16 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video4019-02-07-2024.mp4?source=membersrsmedia
6551,2521,2024-02-06,Question Hour,Question Hour,47 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video3923-02-06-2024.mp4?source=membersrsmedia
6552,2521,2024-02-05,Motion of thanks to the Presidents Address,Motion of thanks to the President's Address,274 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video3863-02-05-2024.mp4?source=membersrsmedia
6553,2521,2023-12-12,Question Hour,Question Hour,31 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video3300-12-12-2023.mp4?source=membersrsmedia
6554,2521,2023-12-11,Matter raised with the permission of the Chair,Special Mention,54 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video3208-12-11-2023.mp4?source=membersrsmedia
6555,2521,2023-12-07,Question Hour,Question Hour,70 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video3008-12-07-2023.mp4?source=membersrsmedia
6556,2521,2023-09-20,Discussion on India s Glorious Space Journey Marked by Successful Soft Landing of Chandrayaan - 3,Discussion Under Rule 193,237 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video2570-20-09-2023.mp4?source=membersrsmedia
6557,2521,2023-08-07,Point of Order,Government Bills,60 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video2270-07-08-2023.mp4?source=membersrsmedia
6558,2521,2022-12-12,The Energy Conservation (Amendment) Bill 2022,Government Bills,127 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video401-12-12-2022.mp4?source=membersrsmedia
6559,2521,2022-07-18,Oath Taking,Oath Taking,11 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video1384-18-07-2022.mp4?source=membersrsmedia
6560,2521,2022-07-18,Oath,Oath Taking,11 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video34-18-07-2022.mp4?source=membersrsmedia
6561,2522,2025-12-18,Zero Hour,Special Mention,74 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video9792-12-18-2025.mp4?source=membersrsmedia
6562,2522,2025-12-17,Question Hour,Question Hour,67 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video9657-12-17-2025.mp4?source=membersrsmedia
6563,2522,2025-12-16,"Discussion on The Appropriation Bill No 4, 2025",Government Bills,216 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video9609-12-16-2025.mp4?source=membersrsmedia
6564,2522,2025-12-09,Discussion on the 150th Anniversary of the National Song Vande Mataram,Business of House,170 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video9138-12-09-2025.mp4?source=membersrsmedia
6565,2522,2025-12-08,Matters raised with the permission of the Chair,Special Mention,129 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video8979-12-08-2025.mp4?source=membersrsmedia
6566,2522,2025-12-05,Matters raised with the permission of the Chair,Special Mention,127 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video8881-12-05-2025.mp4?source=membersrsmedia
6567,2522,2025-12-05,"Introduced The Criminal Laws (Amendment) Bill, 2024",Private Member's Bill,103 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video8937-12-05-2025.mp4?source=membersrsmedia
6568,2522,2025-12-03,Discussion on Prevention and control of water pollution Amendment Act 2024 in Manipur,Statutory resolution and Government Bill,265 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video8742-12-03-2025.mp4?source=membersrsmedia
6569,2522,2025-12-03,Special mention,Special Mention,98 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video8769-12-03-2025.mp4?source=membersrsmedia
6570,2522,2025-12-01,Felicitations to the Honourable Chairman,Business of House,168 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video8568-12-01-2025.mp4?source=membersrsmedia
6571,2522,2025-08-20,Demand for free subscription of advance generative AI tools to all Indians,Special Mention,100 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video8520-08-20-2025.mp4?source=membersrsmedia
6572,2522,2025-07-21,DGCA Safety Audits and Measures,Question Hour,109 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video7900-07-21-2025.mp4?source=membersrsmedia
6573,2522,2025-07-21,Special Mention,Special Mention,279 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video7927-07-21-2025.mp4?source=membersrsmedia
6574,2522,2025-04-03,Question Hour,Question Hour,225 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video7774-04-03-2025.mp4?source=membersrsmedia
6575,2522,2025-04-01,Matters raised with the Permission of the Chair,Special Mention,51 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video7601-04-01-2025.mp4?source=membersrsmedia
6576,2522,2025-03-27,"The Finance Bill,2025",Union Budget,179 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video7484-03-27-2025.mp4?source=membersrsmedia
6577,2522,2025-03-26,"The Banking laws (Amendment) Bill, 2024",Government Bills,158 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video7423-03-26-2025.mp4?source=membersrsmedia
6578,2522,2025-03-25,Matters raised with the permission of the Chair,Special Mention,51 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video7326-03-25-2025.mp4?source=membersrsmedia
6579,2522,2025-02-11,Disscussion on Union Budget 2025-26,Union Budget,888 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video6678-02-11-2025.mp4?source=membersrsmedia
6580,2522,2025-02-11,Discussion on Union Budget 2025-26...,Union Budget,522 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video6686-02-11-2025.mp4?source=membersrsmedia
6581,2522,2024-12-05,Question hour,Question Hour,110 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video5874-12-05-2024.mp4?source=membersrsmedia
6582,2522,2024-12-04,Special Mention,Special Mention,38 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video5857-12-04-2024.mp4?source=membersrsmedia
6583,2522,2024-12-03,Matters raised with the permission of the Chair,Special Mention,54 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video5742-12-03-2024.mp4?source=membersrsmedia
6584,2522,2024-12-03,"The Bhartiya Vayuyan Vidheyak, 2024",Government Bills,179 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video5753-12-03-2024.mp4?source=membersrsmedia
6585,2522,2024-08-07,Submission by Member,Submission by members,57 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video5448-08-07-2024.mp4?source=membersrsmedia
6586,2522,2024-08-07,The Appropriation Bill 2024-25,Union Budget,694 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video5534-08-07-2024.mp4?source=membersrsmedia
6587,2522,2024-08-06,Question Hour,Question Hour,33 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video5367-08-06-2024.mp4?source=membersrsmedia
6588,2522,2024-08-05,Structural Audit in Country,Special Mention,51 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video5303-08-05-2024.mp4?source=membersrsmedia
6589,2522,2024-08-02,Question Hour,Question Hour,60 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video5218-08-02-2024.mp4?source=membersrsmedia
6590,2522,2024-08-02,Private Members resolution,Private Member's Resolution,31 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video5236-08-02-2024.mp4?source=membersrsmedia
6591,2522,2024-08-02,NEET Exam,Private Member's Resolution,109 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video5247-08-02-2024.mp4?source=membersrsmedia
6592,2522,2024-08-01,Special mention,Special Mention,46 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video5118-08-01-2024.mp4?source=membersrsmedia
6593,2522,2024-07-31,"Calling Attention of Minister of Home Affairs to the situation arising out of devastating landslide in Waynad, Kerala",Submission by members,41 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video5015-07-31-2024.mp4?source=membersrsmedia
6594,2522,2024-07-31,Special Mention,Special Mention,31 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video5053-07-31-2024.mp4?source=membersrsmedia
6595,2522,2024-07-30,Question Hour,Question Hour,22 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video4934-07-30-2024.mp4?source=membersrsmedia
6596,2522,2024-07-29,Short Discussion on tragic death incident of students of IAS Coaching Center in Delhi,Submission by members,15 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video4831-07-29-2024.mp4?source=membersrsmedia
6597,2522,2024-07-26,Question Hour,Question Hour,42 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video4747-07-26-2024.mp4?source=membersrsmedia
6598,2522,2024-07-25,"Union Budget ,2024-25",Union Budget,11 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video4682-07-25-2024.mp4?source=membersrsmedia
6599,2522,2024-07-25,"Union Budget Part 1 ,2024-25",Union Budget,327 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video4693-07-25-2024.mp4?source=membersrsmedia
6600,2522,2024-07-24,Special Mention,Special Mention,40 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video4635-07-24-2024.mp4?source=membersrsmedia
6601,2522,2024-07-22,Reply to increase level of Ground water,Question Hour,397 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video4543-07-22-2024.mp4?source=membersrsmedia
6602,2522,2024-07-22,Reply to Increase Ground Water Level,Question Hour,50 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video4547-07-22-2024.mp4?source=membersrsmedia
6603,2522,2024-07-02,Motion of thanks to the Presidents Address,Motion of thanks to the President's Address,237 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video4432-07-02-2024.mp4?source=membersrsmedia
6604,2522,2024-02-05,Question Hour,Question Hour,101 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video3841-02-05-2024.mp4?source=membersrsmedia
6605,2522,2023-12-12,"The Chief Election Commissioner and other Election Commissioners (Appointment, Conditions of Service and Term of Office) Bi,, 2023",Government Bills,238 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video3323-12-12-2023.mp4?source=membersrsmedia
6606,2522,2023-12-12,".The Chief Election Commissioner and Other Election Commissioners (Appointment, Conditions of Service and Term of Office) Bill, 2023",Government Bills,231 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video3460-12-12-2023.mp4?source=membersrsmedia
6607,2522,2023-12-08,Private Members Bill,Private Member's Bill,36 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video3128-12-08-2023.mp4?source=membersrsmedia
6608,2522,2023-12-06,Short Duration Discussion on the Economic Situation in the Countary,Discussion Under Rule 193,178 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video2957-12-06-2023.mp4?source=membersrsmedia
6609,2522,2023-12-04,"The Post Office Bill, 2023",Government Bills,93 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video2764-12-04-2023.mp4?source=membersrsmedia
6610,2522,2023-08-07,Point of Order,Government Bills,14 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video2272-07-08-2023.mp4?source=membersrsmedia
6611,2522,2023-08-07,"The Government of National Capital Territory of Delhi (Amendment) Bill, 2023.",Government Bills,115 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video2353-07-08-2023.mp4?source=membersrsmedia
6612,2522,2023-07-25,Point of Order,Submission by members,14 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video1824-25-07-2023.mp4?source=membersrsmedia
6613,2522,2023-07-25,Submission by Honorable Member regarding Point of Order,Submission by members,15 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video1853-25-07-2023.mp4?source=membersrsmedia
6614,2522,2022-12-22,Question Hour,Question Hour,16 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video1132-22-12-2022.mp4?source=membersrsmedia
6615,2522,2022-12-22,On Covid Pandemic,Submission by members,16 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video1166-22-12-2022.mp4?source=membersrsmedia
6616,2522,2022-12-21,Question Hour,Question Hour,28 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video1018-21-12-2022.mp4?source=membersrsmedia
