id,srno,billno,billName,introducedInHouse,introducedDate,ministry,member,billCategory,datePassed_in_LS,datePassed_in_RS,reportPresented,actNoAndYear,status,pdfUrl
94,385,99,"The Constitution (Amendment) Bill, 2019 (Substitution of new article for article 48A, etc.)",Lok Sabha,2019-07-12,ENVIRONMENT AND FORESTS,Rajiv Pratap Rudy Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/571LS As Int....pdf?source=legislation
95,385,238,"The Constitution (Amendment) Bill, 2017 (Insertion of  new article 47A.)",Lok Sabha,2017-12-29,WATER RESOURCES,Rajiv Pratap Rudy Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/2661LS As In.pdf?source=legislation
96,385,245,"The Constitution (Amendment) Bill, 2017 (Amendment of article 172)",Lok Sabha,2017-12-29,LAW AND JUSTICE,Rajiv Pratap Rudy Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/2647LS As In.pdf?source=legislation
97,385,246,"The Constitution (Amendment) Bill, 2017 (Amendment of articles 48A and 51A)",Lok Sabha,2017-12-29,ENVIRONMENT AND FORESTS,Rajiv Pratap Rudy Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/2643LS As In.pdf?source=legislation
98,385,86,"The Electricity (Amendment) Bill, 2014  (Substitution of new section for section 4, etc.).",Lok Sabha,2014-08-08,POWER,Rajiv Pratap Rudy Shri,Financial Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1755LS.pdf?source=legislation
99,385,87,"The Labour Force (Demand and Supply Survey) Bill, 2014.",Lok Sabha,2014-08-08,LABOUR  AND  EMPLOYMENT,Rajiv Pratap Rudy Shri,Financial Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1754LS.pdf?source=legislation
100,385,90,"The Constitution (Amendment) Bill, 2014  (Amendment of the Eighth Schedule).",Lok Sabha,2014-08-08,HOME AFFAIRS,Rajiv Pratap Rudy Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1886LS.pdf?source=legislation
101,802,XVII,"The Sterilisation of the Unfit Bill, 1964",Rajya Sabha,1964-11-27,,Shakuntala Paranjpye Smt.,Ordinary Bill,,,,,Lapsed,
102,1951,XXIV,"The Electro Homoeopathy System of Medicine (Recognition) Bill, 2015",Rajya Sabha,2015-04-24,HEALTH AND FAMILY WELFARE,E.M. Sudarsana Natchiappan Dr.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/elec hom-E.pdf?source=legislation
103,1951,VIII,"The Prevention and Management of Conflict of Interest Bill, 2015",Rajya Sabha,2015-02-27,"PERSONNEL,  PUBLIC  GRIEVANCES  AND  PENSIONS",E.M. Sudarsana Natchiappan Dr.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/Conflict-E.pdf?source=legislation
104,1951,XLIV,"The Working Children (Rescue, Rehabilitation and Welfare) Bill, 2012",Rajya Sabha,2012-12-07,WOMEN AND CHILD DEVELOPMENT,E.M. Sudarsana Natchiappan Dr.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/wrking chil-E.pdf?source=legislation
105,1951,XLV,"The Commercialised Girl Child Trafficking (Prevention, Rehabilitation and Welfare) Bill, 2012",Rajya Sabha,2012-12-07,WOMEN AND CHILD DEVELOPMENT,E.M. Sudarsana Natchiappan Dr.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/com girl-E.pdf?source=legislation
106,1951,XLVI,"The Rural Labour (Welfare) Bill, 2012",Rajya Sabha,2012-12-07,LABOUR  AND  EMPLOYMENT,E.M. Sudarsana Natchiappan Dr.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/rural-E.pdf?source=legislation
107,1951,LVII,"The Prevention and Management of Conflict of Interest Bill, 2011.",Rajya Sabha,2012-04-27,"PERSONNEL,  PUBLIC  GRIEVANCES  AND  PENSIONS",E.M. Sudarsana Natchiappan Dr.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/conflict-E 27412.pdf?source=legislation
108,1951,VI,"The Protection of Human Rights (Amendment) Bill, 2012.",Rajya Sabha,2012-04-27,HOME AFFAIRS,E.M. Sudarsana Natchiappan Dr.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/human-E.pdf?source=legislation
109,1951,VII,"The Constitution (Amendment) Bill, 2012 (insertion of new article 21B and amendment of article 51A)",Rajya Sabha,2012-04-27,ENVIRONMENT AND FORESTS,E.M. Sudarsana Natchiappan Dr.,Constitutional Amendment Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/const-21B-E.pdf?source=legislation
110,1951,XX,"The Constitution (Amendment) Bill, 2008 (insertion of new aticle 335A)",Rajya Sabha,2008-12-19,LAW AND JUSTICE,E.M. Sudarsana Natchiappan Dr.,Constitutional Amendment Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/cont. XX of 08.pdf?source=legislation
111,1951,XXI,"The Women and Girl Child (Prevention of Teasing, Stripping, Molestation, Rape and Other Atrocities) Bill, 2008",Rajya Sabha,2008-12-19,WOMEN AND CHILD DEVELOPMENT,E.M. Sudarsana Natchiappan Dr.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/women & girl XXI of 08.pdf?source=legislation
112,1951,LXXXVII,"The Farmers (Protection and Welfare) Bill, 2006",Rajya Sabha,2006-12-08,AGRICULTURE,E.M. Sudarsana Natchiappan Dr.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/LXXXVII_2006.pdf?source=legislation
113,1951,XCII,"The Multipurpose Inter-State River Projects and Setting up of Large Enterprises (Rehabilitation of Oustees) Bill, 2006",Rajya Sabha,2006-12-08,WATER RESOURCES,E.M. Sudarsana Natchiappan Dr.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/XCII_ 2006.pdf?source=legislation
114,1951,LIV,"The Prohibition of Littering and Defiling of Public Places Bill, 2006.",Rajya Sabha,2006-07-28,,E.M. Sudarsana Natchiappan Dr.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/liv_2006.pdf?source=legislation
115,1951,XLVIII,"The Rural Labour (Welfare) Bill, 2006.",Rajya Sabha,2006-07-28,,E.M. Sudarsana Natchiappan Dr.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/XLVIII_2006.pdf?source=legislation
116,1951,XXV,"The working Children (Rescue, Rehabilitation and Welfare) Bill, 2006",Rajya Sabha,2006-05-12,,E.M. Sudarsana Natchiappan Dr.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/XXV_2006.pdf?source=legislation
117,1951,XXVII,"The Constitution (Amenment) Bill, 2006 (insertion of new article 21B and to amend article 51A)",Rajya Sabha,2006-05-12,ENVIRONMENT AND FORESTS,E.M. Sudarsana Natchiappan Dr.,Constitutional Amendment Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/XXVII_2006.pdf?source=legislation
118,1951,XXXV,"The Commercialised Girl Child Trafficking (Prevention, Rehabilitation and Welfare) Bill, 2006",Rajya Sabha,2006-05-12,HUMAN RESOURCE  DEVELOPMENT,E.M. Sudarsana Natchiappan Dr.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/XXXV_2006.pdf?source=legislation
119,1951,CXX,"The Prevention of Human Rights (Amendment) Bill, 2005",Rajya Sabha,2005-12-23,HOME AFFAIRS,E.M. Sudarsana Natchiappan Dr.,Ordinary Bill,,,,,Lapsed,
120,2345,XVII,"The Companies (Amendment) Bill, 2019",Rajya Sabha,2019-07-12,CORPORATE AFFAIRS,Vinay P. Sahasrabuddhe Dr.,Ordinary Bill,,,,,Withdrawn,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/companies-E-12719.pdf?source=legislation
121,2345,XXXVII,"The Educational Innovations Commission Bill, 2017",Rajya Sabha,2017-12-15,HUMAN RESOURCE  DEVELOPMENT,Vinay P. Sahasrabuddhe Dr.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/edu ino-E-151217.pdf?source=legislation
122,801,VIII,"The Electricity ( Supply) Amendment Bill,1982",Rajya Sabha,1982-04-30,,R.R. Diwakar Shri,Ordinary Bill,,,,,,
123,403,53,"The Constitution (Amendment) Bill, 2003 (Amendment of article 51A)",Lok Sabha,2003-08-22,HUMAN RESOURCE  DEVELOPMENT,V. Saroja Dr.(Smt.),Ordinary Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/2052LS.pdf?source=legislation
124,403,56,"The Railways (Amendment) Bill, 2003 (Amendment of section 124)",Lok Sabha,2003-08-22,RAILWAYS,V. Saroja Dr.(Smt.),Ordinary Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/2186LS.pdf?source=legislation
125,403,61,"The Prevention of Food Adulteration (Amendment) Bill, 2003 (Amendment of sections 2 and 16)",Lok Sabha,2003-08-22,HEALTH AND FAMILY WELFARE,V. Saroja Dr.(Smt.),Ordinary Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/2289LS.pdf?source=legislation
126,403,68,"The Forest (Conservation) Amendment Bill, 2000",Lok Sabha,2003-07-28,ENVIRONMENT AND FORESTS,V. Saroja Dr.(Smt.),Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/4623LS.pdf?source=legislation
127,403,75,"The Constitution (Amendment) Bill, 2000 (Insertion of new article 16A)",Lok Sabha,2003-07-28,"PERSONNEL,  PUBLIC  GRIEVANCES  AND  PENSIONS",V. Saroja Dr.(Smt.),Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/78LS.pdf?source=legislation
128,403,62,"The Constitution (Amendment) Bill, 2001 (Insertion of new articles 22A and 22B)",Lok Sabha,2001-11-23,HUMAN RESOURCE  DEVELOPMENT,V. Saroja Dr.(Smt.),Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1367LS.pdf?source=legislation
129,403,69,"The Indian Penal Code (Amendment) Bill, 2001 (Amendment of section 375)",Lok Sabha,2001-11-23,HOME AFFAIRS,V. Saroja Dr.(Smt.),Ordinary Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1462LS.pdf?source=legislation
130,403,72,"The Cinematograph (Amendment) Bill, 2001 (Amendment of section 5B)",Lok Sabha,2001-11-23,INFORMATION AND BROADCASTING,V. Saroja Dr.(Smt.),Ordinary Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1567LS.pdf?source=legislation
131,403,75,"The Voluntary Organisations (Regulation) Bill, 2001",Lok Sabha,2001-11-23,PLANNING,V. Saroja Dr.(Smt.),Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1466LS.pdf?source=legislation
132,403,200,"The Domestic Workers  (Conditions of Service) Bill, 2000",Lok Sabha,2001-02-23,LABOUR,V. Saroja Dr.(Smt.),Financial Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/5255LS.pdf?source=legislation
133,403,206,"The consumer Protection (PriceDetermination of the Products Manufactured in the Private Sector) Bill, 2000",Lok Sabha,2001-02-23,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",V. Saroja Dr.(Smt.),Financial Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/5348LS.pdf?source=legislation
134,403,218,"The National Commission for Children Bill, 2000",Lok Sabha,2001-02-23,,V. Saroja Dr.(Smt.),Financial Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/5552LS.pdf?source=legislation
135,403,56,"The Acquired Immuno Deficiency Syndrome (AIDS) Prevention Bill, 2000",Lok Sabha,2000-07-28,HEALTH AND FAMILY WELFARE,V. Saroja Dr.(Smt.),Financial Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/4508LS.pdf?source=legislation
136,403,124,"The Population Stabilisation Bill, 1999",Lok Sabha,1999-12-17,HEALTH AND FAMILY WELFARE,V. Saroja Dr.(Smt.),Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/2353LS.pdf?source=legislation
137,403,126,"The Constitution (Amendment) Bill, 1999 (Insertion of new article 31)",Lok Sabha,1999-12-17,PLANNING,V. Saroja Dr.(Smt.),Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/2352LS.pdf?source=legislation
138,403,80,"The Empowerment of Women Bill, 1999",Lok Sabha,1999-03-12,HUMAN RESOURCE  DEVELOPMENT,V. Saroja Dr.(Smt.),Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1723LS.pdf?source=legislation
139,403,84,"The Medical Profession (Regulation) Bill, 1999",Lok Sabha,1999-03-12,HEALTH AND FAMILY WELFARE,V. Saroja Dr.(Smt.),Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1726LS.pdf?source=legislation
140,403,80,"The Constitution (Amendment) Bill, 1998  (Insertion of new article 16A)",Lok Sabha,1998-07-24,"PERSONNEL,  PUBLIC  GRIEVANCES  AND  PENSIONS",V. Saroja Dr.(Smt.),Constitutional Amendment Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1338LS.pdf?source=legislation
141,403,81,"The Patents (Amendment) Bill, 1998 (Amendment of section 53)",Lok Sabha,1998-07-24,,V. Saroja Dr.(Smt.),Ordinary Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1343LS.pdf?source=legislation
142,403,85,"The Medical Professin (Regulation) Bill, 1998",Lok Sabha,1998-07-24,HEALTH AND FAMILY WELFARE,V. Saroja Dr.(Smt.),Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1485LS.pdf?source=legislation
143,1580,X,"The Constitution (Fifth Amendment) Bill, 1955",Rajya Sabha,1955-08-26,,Satyapriya Banerjee Shri,Ordinary Bill,,,,,Negatived,
144,1580,XX,"The Constitution (Fourth Amendment) Bill, 1954",Rajya Sabha,1954-12-03,,Satyapriya Banerjee Shri,Ordinary Bill,,,,,Negatived,
145,1580,III,"The Constitution of India (third Amendment) Bill, 1953",Rajya Sabha,1953-04-10,,Satyapriya Banerjee Shri,Ordinary Bill,,,,,Negatived,
146,2351,XC,"The Rainwater Harvesting in Government Establishments and Schools Bill, 2024",Rajya Sabha,2025-02-07,JAL SHAKTI,Sanjay Seth Shri,Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/41e214202551054PM.pdf?source=legislation
147,2351,XCIII,"The Code on Social Security (Amendment) Bill, 2024",Rajya Sabha,2025-02-07,LABOUR  AND  EMPLOYMENT,Sanjay Seth Shri,Ordinary Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/43e214202551125PM.pdf?source=legislation
148,2351,XCIX,"The Compulsory Self-Defence Training in Educational Institutions Bill, 2024",Rajya Sabha,2025-02-07,EDUCATION,Sanjay Seth Shri,Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/42e214202551109PM.pdf?source=legislation
149,2351,LXXII,"The Right to Adequate Housing Bill, 2016",Rajya Sabha,2017-02-03,HOUSING AND URBAN POVERTY ALLEVIATION,Sanjay Seth Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/housing-E-3217.pdf?source=legislation
150,407,44,"The Advocates (Amendment) Bill, 2003 (Omission of section 16, etc.)",Lok Sabha,2003-07-25,,T.M. Selvaganapathi Shri,Ordinary Bill,,,,,Pending,
151,2353,LIX,"The Mental Healthcare (Amendment) Bill, 2023.",Rajya Sabha,2023-12-08,HEALTH AND FAMILY WELFARE,Surendra Singh Nagar Shri,Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/mental health-E1219202343356PM.pdf?source=legislation
152,2354,LXIII,"The Central Himalayan States Development Council Bill, 2016",Rajya Sabha,2017-03-10,ENVIRONMENT AND FORESTS,Pradeep Tamta Shri,Ordinary Bill,,,,,Withdrawn,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/himalyn 10317-E.pdf?source=legislation
153,2354,LXIV,"The Abolition of Capital Punishment Bill, 2016",Rajya Sabha,2017-03-10,HOME AFFAIRS,Pradeep Tamta Shri,Ordinary Bill,,,,,Withdrawn,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/capital pu 10317-E.pdf?source=legislation
154,2354,LXV,"The Voluntary Organisation (Regulation) Bill, 2016",Rajya Sabha,2017-03-10,SOCIAL JUSTICE AND EMPOWERMENT,Pradeep Tamta Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/volunt 10317-E.pdf?source=legislation
155,1960,LXXIV,"The Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2005.",Rajya Sabha,2005-07-29,SOCIAL JUSTICE AND EMPOWERMENT,Sharad Anantrao Joshi Shri,Ordinary Bill,,,,,Lapsed,
156,2355,L,"The Constitution (Amendment) Bill, 2019. (insertion of new article 44A and amendment of article 51A)",Rajya Sabha,2019-12-06,HEALTH AND FAMILY WELFARE,Ramkumar Verma Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/44A-E-6 12 19.pdf?source=legislation
157,416,57,"The Constitution (Amendment) Bill, 2000 (Amendment of the Sixth Schedule)",Lok Sabha,2000-04-20,TRIBAL AFFAIRS,Dhani Ram Shandil Dr. (Col.),Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/4545LS.pdf?source=legislation
158,416,61,"The Constituiton (Amendment) Bill, 2000 (Insertion  of new article 371J)",Lok Sabha,2000-04-20,PLANNING,Dhani Ram Shandil Dr. (Col.),Financial Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/4550LS.pdf?source=legislation
159,416,66,"The Constitution (Scheudled Tribes) Order (Amendment) Bill, 2000 (Amendment of the Schedule)",Lok Sabha,2000-04-20,TRIBAL AFFAIRS,Dhani Ram Shandil Dr. (Col.),Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/4567LS.pdf?source=legislation
160,416,72,"The Code of Criminal Procedure(Amendment) Bill, 2000 (Amendment of section 167, etc.)",Lok Sabha,,HOME AFFAIRS,Dhani Ram Shandil Dr. (Col.),Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/4639LS.pdf?source=legislation
161,2358,XI,"Indian Penal Code (Amendment) Bill, 2022 (amendment of section 498A)",Rajya Sabha,2022-04-01,HOME AFFAIRS,Mahesh Poddar Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/12-E_256.pdf?source=legislation
162,2358,LXIV,"The National Council For Waste Management Bill, 2019",Rajya Sabha,2020-02-07,ENVIRONMENT AND FORESTS,Mahesh Poddar Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/waste mgmt-E-7 2 20.pdf?source=legislation
163,2358,LI,"The Micro, Small and Medium Enterprises Development (Amendment) Bill, 2018 (amendment of sections 2,16,19 etc.).",Rajya Sabha,2019-06-21,"MICRO, SMALL AND MEDIUM ENTERPRISES",Mahesh Poddar Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/MSME-Mahesh-E-21619.pdf?source=legislation
164,2358,XLIII,"The Food Waste (Reduction) Bill, 2018.",Rajya Sabha,2019-06-21,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",Mahesh Poddar Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/food-E-21619.pdf?source=legislation
165,815,IX,"The Constitution ( Amendment) Bill,1980 ( to amend art, 101,102, 103, 190, 191, 192,)",Rajya Sabha,1980-08-08,,Ramlal Parikh Prof.,Ordinary Bill,,,,,,
166,815,VI,"The Political parties ( Recognition and Finance Assistance ) Bill, 1980",Rajya Sabha,1980-06-20,,Ramlal Parikh Prof.,Ordinary Bill,,,,,,
167,1964,IX,"The Girl Child of Families Living Below poverty Line (Special Educational Facilities and Other Welfare Measures) Bill, 2005.",Rajya Sabha,2005-07-29,HUMAN RESOURCE  DEVELOPMENT,Jaya Bachchan Smt.,Ordinary Bill,,,,,Lapsed,
168,1964,VIII,"The Audio and Video Piracy of Films (Prohibition and Miscellaneous Provisions) Bill, 2005.",Rajya Sabha,2005-07-29,INFORMATION AND BROADCASTING,Jaya Bachchan Smt.,Ordinary Bill,,,,,Lapsed,
169,818,XI,"The Dowery prohibition (Amendment)Bill,1973 (to amend section2.)",Rajya Sabha,1973-05-11,,Seeta Parmanand Dr.(Smt.),Ordinary Bill,,,,,Lapsed,
170,818,IX,"The Industrial Disputes (Amendment) Bill, 1963",Rajya Sabha,1963-03-05,,Seeta Parmanand Dr.(Smt.),Ordinary Bill,,,,,Lapsed,
171,818,VIII,"The Mines (Amendment) Bill, 1963",Rajya Sabha,1963-03-05,,Seeta Parmanand Dr.(Smt.),Ordinary Bill,,,,,Lapsed,
172,818,X,"The Mines (Amendment) Bill, 1958",Rajya Sabha,1958-12-19,,Seeta Parmanand Dr.(Smt.),Ordinary Bill,,,,,Withdrawn,
173,818,XI,The Hoading and Profitering,Rajya Sabha,1958-12-19,,Seeta Parmanand Dr.(Smt.),Ordinary Bill,,,,,Withdrawn,
174,818,XIII,"The Code of Criminal Procedure (Amendment) Bill, 1958",Rajya Sabha,1958-12-19,HOME AFFAIRS,Seeta Parmanand Dr.(Smt.),Ordinary Bill,,,,,Withdrawn,
175,818,XIV,"The Special Marriage (Amendment) Bill, 1956",Rajya Sabha,1956-08-24,,Seeta Parmanand Dr.(Smt.),Ordinary Bill,,,,,Withdrawn,
176,818,XV,"The Hindu Marriage (Amendment) Bill, 1956",Rajya Sabha,1956-08-24,,Seeta Parmanand Dr.(Smt.),Ordinary Bill,1956-12-07,1956-11-30,,73 /1956,Assented,
177,818,IX,"The Women`s and Childrens Institutions Licensing Bill, 1954",Rajya Sabha,1954-04-23,HOME AFFAIRS,Seeta Parmanand Dr.(Smt.),Ordinary Bill,,,,,Withdrawn,
178,818,XVI,"The Indian Supersion of Immoral Traffic and Brothals Bill, 1953",Rajya Sabha,1953-09-04,HOME AFFAIRS,Seeta Parmanand Dr.(Smt.),Ordinary Bill,,,,,Lapsed,
179,818,XVII,"The Womens and Childrens Institutions Licencing Bill, 1953",Rajya Sabha,1953-09-04,HOME AFFAIRS,Seeta Parmanand Dr.(Smt.),Ordinary Bill,,,,,Lapsed,
180,422,XII,"The Constitution (Amendment) Bill, 1991 [Insertion of new article 48 A A]",Rajya Sabha,1991-07-12,AGRICULTURE,Vithalrao Madhavrao Jadhav Shri,Ordinary Bill,,,,,Lapsed,
