srno,member_name,party,state_ut,status,age,term
238,"Rebia, Shri Nabam",Bharatiya Janata Party,Arunachal Pradesh,Sitting,63.0,"3 (1996–2002, 2002–2008, 2020–2026)"
239,"Reddy, Dr. C. Narayana",Nominated,Nominated,Former,94.0,1 (1997–2003)
240,"Reddy, Shri P. Prabhakar",Telugu Desam Party,Andhra Pradesh,Former,75.0,1 (1998–2004)
241,"Sirigireddy, Shri Rama Muni Reddy",Telugu Desam Party,Andhra Pradesh,Former,75.0,1 (2000–2006)
242,"Reddy, Shri Solipeta Ramachandra",Telugu Desam Party,Andhra Pradesh,Former,90.0,1 (1996–2002)
243,"Rizvi, Dr. Akhtar Hasan",Independent & Others,Uttar Pradesh,Former,83.0,1 (1998–2004)
244,"Roy, Shri Abani",Revolutionary Socialist Party,West Bengal,Former,86.0,"3 (1998–1999, 1999–2005, 2005–2011)"
245,"Khan, Shri K. Rahman",Indian National Congress,Karnataka,Former,86.0,"4 (1994–2000, 2000–2006, 2006–2012, 2012–2018)"
246,"Libra, Shri Sukhdev Singh",Shiromani Akali Dal,Punjab,Former,93.0,1 (1998–2004)
247,"Mahajan, Shri Pramod",Bharatiya Janata Party,Maharashtra,Former,76.0,"4 (1986–1992, 1992–1998, 1998–2004, 2004–2010)"
248,"Sen, Shri Mrinal",Nominated,Nominated,Former,102.0,1 (1997–2003)
249,"Singh Lalan, Shri Rajiv Ranjan",Samata Party,Bihar,Former,71.0,1 (2000–2006)
250,"Singh, Shri W. Angou",CONG(I),Manipur,Former,89.0,1 (1996–2002)
251,"Bhattacharya, Shri Manoj",Revolutionary Socialist Party,West Bengal,Former,76.0,1 (2000–2006)
252,"Balanandan, Shri E.",Communist Party of India (Marxist),Kerala,Former,,"2 (1988–1994, 1994–2000)"
253,"Ravi, Shri Vayalar",Indian National Congress,Kerala,Former,88.0,"4 (1994–2000, 2003–2009, 2009–2015, 2015–2021)"
254,"Gyamtso, Shri Palden Tsering",Sikkim Democratic Front,Sikkim,Former,84.0,1 (2000–2006)
255,"Aas Mohammad, Shri",Janata Dal,Bihar,Former,,1 (1994–2000)
257,"Ghufran Azam, Shri",CONG(I),Madhya Pradesh,Former,,"2 (1989–1994, 1994–2000)"
258,"Adik, Shri Govindrao",Nationalist Congress Party,Maharashtra,Former,86.0,"3 (1993–1994, 1994–2000, 2009–2012)"
259,"Alagh, Shri Yoginder K.",Independent & Others,Gujarat,Former,,1 (1996–2000)
260,"Abdi, Shri Hashim Raja Allahabadi",Indian National Congress,Uttar Pradesh,Former,,1 (1982–1988)
261,"Abdul Khader, Shri M.S.",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,Former,,1 (1972–1978)
262,"Khader, Shri N. Abdul",Tamil Maanila Congress (Moopanar),Tamil Nadu,Former,,1 (1997–1998)
263,"Abdul Latif, Shri",Indian National Congress,Tripura,Former,,1 (1956–1962)
264,"Abdul Rahim, Shri",CONG(I),Madras,Former,,1 (1958–1962)
265,"Abdul Samad, Shri A.K.A.",Muslim League,Tamil Nadu,Former,,"2 (1964–1970, 1970–1976)"
266,"Abdul Shakoor, Maulana",Indian National Congress,Rajasthan,Former,,"3 (1952–1954, 1956–1962, 1962–1968)"
267,"Abid, Shri Kasim Ali",Congress,Andhra Pradesh,Former,,1 (1972–1978)
268,"Abid Ali, Shri",Indian National Congress,Maharashtra,Former,,"4 (1952–1954, 1954–1958, 1958–1964, 1964–1970)"
269,"Abraham, Shri P.",Congress,Pondicherry,Former,,1 (1963–1969)
270,"Abrar Ahmed, Dr.",Indian National Congress,Rajasthan,Former,69.0,"2 (1988–1994, 2002–2008)"
271,"Abu Abraham, Shri",Nominated,Nominated,Former,,1 (1972–1978)
272,"Adiseshiah, Dr. Malcolm Sathianathan",Nominated,Nominated,Former,,1 (1978–1984)
273,"Adivarekar, Smt. Sushila Shankar",CONG(I),Maharashtra,Former,,"3 (1971–1972, 1972–1978, 1978–1984)"
274,"Adityendra, Shri",Congress,Rajasthan,Former,,1 (1954–1960)
275,"Advani, Shri Lal K.",Bharatiya Janata Party,Gujarat,Former,,"4 (1970–1976, 1976–1982, 1982–1988, 1988–1994)"
276,"Agarwal, Shri Amar Nath",Congress,Uttar Pradesh,Former,,"2 (1952–1954, 1954–1960)"
277,"Agarwal, Shri Beni Prasad",Congress,West Bengal,Former,,1 (1952–1958)
278,"Agrawal, Shri Jagannath Prasad",Congress,Uttar Pradesh,Former,,"2 (1952–1958, 1958–1964)"
279,"Agarwala, Shri Ram Gopal",Congress,Bihar,Former,,"2 (1952–1956, 1956–1962)"
280,"Agarwal, Shri Satish",Bharatiya Janata Party,Rajasthan,Former,,1 (1994–2000)
281,"Agnibhoj, Shri Ramesh Umrao",Congress,Madhya Pradesh,Former,,1 (1952–1958)
282,"Ahmad, Dr. Z.A.",Communist Party of India,Uttar Pradesh,Former,,"4 (1958–1964, 1966–1972, 1972–1978, 1990–1994)"
283,"Ahmad Hussain, Kazi",Congress,Bihar,Former,,"2 (1952–1958, 1958–1964)"
284,"Ahmad, Shri Wasim",Independent & Others,Uttar Pradesh,Former,,1 (1996–1998)
285,"Ahmed, Shri Fakhruddin Ali",Congress,Assam,Former,,"2 (1954–1960, 1966–1972)"
286,"Aizaz Rasul, Begum",Congress,Uttar Pradesh,Former,,1 (1952–1956)
287,"Ajit Singh, Shri",Janata Dal,Uttar Pradesh,Former,,1 (1986–1992)
288,"Ajmal Khan, Shri M.",Nominated,Nominated,Former,,"2 (1964–1966, 1966–1972)"
289,"Akarte, Shri Jagannath Sitaram",Indian National Congress,Maharashtra,Former,,1 (1980–1986)
290,"Akhtar Hussain, Shri",Congress,Uttar Pradesh,Former,,"2 (1952–1956, 1956–1962)"
291,"Aladi Aruna, Shri V. Arunachalam alias",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,Former,,1 (1983–1989)
292,"Ali, Shri Syed Rahmat",CONG(I),Andhra Pradesh,Former,,1 (1980–1986)
293,"Alia, Kumari",CONG(I),Uttar Pradesh,Former,,1 (1989–1992)
294,"Alva, Shri Joachim",Congress,Nominated,Former,,1 (1968–1974)
295,"Alva, Smt. Margaret",CONG(I),Karnataka,Former,,"4 (1974–1980, 1980–1986, 1986–1992, 1992–1998)"
296,"Alva, Dr. K. Nagappa",Indian National Congress,Karnataka,Former,,1 (1970–1976)
297,"Alva, Smt. Violet",Indian National Congress,Mysore,Former,,"3 (1952–1960, 1960–1966, 1966–1972)"
298,"Amarjit Kaur, Smt.",CONG(I),Punjab,Former,,"2 (1976–1982, 1982–1988)"
299,"Amat, Shri Debananda",Congress,Odisha,Former,,1 (1973–1974)
300,"Ambedkar, Shri B.R.",Scheduled Castes Federation,Bombay,Former,,"2 (1952–1956, 1956–1962)"
301,"Ambedkar, Shri Prakash Yashwant",Nominated,Nominated,Former,,1 (1990–1996)
302,"Amin, Shri Mohammed",Communist Party of India (Marxist),West Bengal,Former,97.0,"2 (1988–1994, 2007–2011)"
303,"Amjad Ali, Shri Sardar",CONG(I),West Bengal,Former,,1 (1972–1978)
304,"Ammanna Raja, Smt. C.",Congress,Andhra Pradesh,Former,,1 (1962–1968)
305,"Amla, Shri Tirath Ram",CONG(I),Jammu & Kashmir,Former,,"4 (1967–1970, 1970–1976, 1976–1982, 1985–1991)"
306,"Ammu Swaminadhan, Smt.",Congress,Madras,Former,,1 (1957–1960)
307,"Amolakh Chand, Shri",Congress,Uttar Pradesh,Former,,"2 (1952–1954, 1954–1960)"
308,"Amrit Kaur, Rajkumari",Congress,Punjab,Former,,"2 (1957–1958, 1958–1964)"
309,"Amrita Pritam, Smt.",Nominated,Nominated,Former,,1 (1986–1992)
310,"Anand, Shri Jagjit Singh",Communist Party of India,Punjab,Former,,1 (1974–1980)
311,"Anandam, Shri M.",CONG(I),Andhra Pradesh,Former,,"2 (1969–1974, 1974–1980)"
312,"Anandan, Shri T.V.",Indian National Congress,Tamil Nadu,Former,,"2 (1964–1970, 1970–1976)"
313,"Shyam Lal, Shri",Bharatiya Janata Party,Uttar Pradesh,Former,86.0,1 (2001–2002)
314,"Sukhbir Singh, Shri",Shiromani Akali Dal,Punjab,Former,63.0,1 (2001–2004)
315,"Joshi, Shri Umashankar Jathalal",Nominated,Nominated,Former,,1 (1970–1976)
317,"Jugal Kishore, Shri",Congress,Punjab,Former,,1 (1957–1962)
318,"Joshi, Smt. Sudha Vijay",CONG(I),Maharashtra,Former,,1 (1984–1990)
319,"Joshi, Shri Maganlal Bhagwanji",Congress,Bombay,Former,,1 (1957–1958)
320,"Joshi, Miss Kumudben M.",CONG(I),Gujarat,Former,,"3 (1973–1976, 1976–1982, 1982–1988)"
321,"Joshi, Shri Krishna Nand",CONG(I),Uttar Pradesh,Former,,"2 (1976–1982, 1982–1988)"
322,"Joshi, Shri Jethalal Harikrishna",Congress,Bombay,Former,,"2 (1957–1960, 1960–1966)"
323,"Joshi, Shri Jagdish",Congress,Madhya Pradesh,Former,,1 (1974–1980)
324,"Joshi, Shri Jagannathrao",Bharatiya Janata Party,National Capital Territory of Delhi,Former,,1 (1978–1984)
325,"Joshi, Dr. Murli Manohar",Bharatiya Janata Party,Uttar Pradesh,Former,92.0,"2 (1992–1998, 2004–2010)"
326,"Joseph, Shri O. J.",Communist Party of India (Marxist),Kerala,Former,,1 (1980–1986)
327,"Joseph, Shri Nuthalapati",Congress,Andhra Pradesh,Former,,1 (1972–1974)
328,"John, Shri Valampuri",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,Former,,"2 (1974–1980, 1984–1990)"
329,"Jogi, Shri Ajit  P.K.",CONG(I),Madhya Pradesh,Former,,"2 (1986–1992, 1992–1998)"
330,"Jitendra Prasada, Shri",CONG(I),Uttar Pradesh,Former,,1 (1994–2000)
331,"Jichkar, Dr. Shrikant Ramchandra",CONG(I),Maharashtra,Former,,1 (1992–1998)
332,"Jha, Shri Shiva Chandra",Janata,Bihar,Former,,1 (1978–1984)
333,"Jha, Shri Lakshmi Kant",Congress,Bihar,Former,,1 (1986–1992)
334,"Jha, Shri Kamalnath",Congress,Bihar,Former,,"2 (1973–1974, 1974–1980)"
335,"Jayalalitha Jayaram, Ms.",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,Former,,1 (1984–1990)
336,"Jayadevappa, Shri K.R.",CONG(I),Karnataka,Former,,1 (1992–1998)
337,"Javali, Shri J.P.",Janata Dal,Karnataka,Former,,1 (1988–1994)
339,"Singh, Shri Jaswant",Independent & Others,Rajasthan,Former,,1 (1956–1962)
340,"Jani, Shri Jagadish",CONG(I),Odisha,Former,,"2 (1980–1986, 1986–1992)"
343,"Zaidi, Col. B.H.",Congress,Uttar Pradesh,Former,,"2 (1963–1964, 1964–1970)"
349,"Janardhanam, Shri A.P.",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,Former,,1 (1977–1983)
352,"Zail Singh, Shri",Congress,Punjab,Former,,1 (1956–1962)
353,"Jamuna Devi, Smt.",Janata,Madhya Pradesh,Former,,1 (1978–1980)
355,"Jamuda, Shri Durga Prasad",CONG(I),Bihar,Former,,1 (1984–1990)
356,"Jamir, Shri S.C.",CONG(I),Nagaland,Former,,1 (1987–1992)
359,"Jalali, Shri Syed Mohammad",J&K National Conference,Jammu & Kashmir,Former,,"2 (1952–1956, 1956–1962)"
360,"Zakaria, Dr. Rafiq",CONG(I),Maharashtra,Former,,1 (1978–1984)
364,"Zakir Hussain, Dr.",Nominated,Nominated,Former,,"2 (1952–1956, 1956–1962)"
365,"Jaiswal, Shri Anant Ram",Janata Dal (Secular),Uttar Pradesh,Former,,1 (1990–1996)
367,"Jairamdas Daulatram, Shri",Nominated,Nominated,Former,,"3 (1959–1964, 1964–1970, 1970–1976)"
371,"Jaipuria, Shri Sitaram",Independent & Others,Uttar Pradesh,Former,,"2 (1962–1968, 1968–1974)"
373,"Zawar Hussain, Shri",Congress,Bihar,Former,,1 (1975–1978)
375,"Jain, Shri Shriyans Prasad",Congress,Bombay,Former,,"2 (1952–1954, 1954–1958)"
376,"Umair, Shri Shah Mohd.",Congress,Bihar,Former,,1 (1956–1962)
377,"Untoo, Shri Gulam Nabi",Congress,Jammu & Kashmir,Former,,1 (1966–1972)
378,"Jain, Shri Rattan Lal",Indian National Congress,Punjab,Former,,1 (1968–1974)
379,"Upadhyaya, Shri Shiv Dutt",Congress,Madhya Pradesh,Former,,1 (1967–1970)
380,"Jain, Shri Rajendra Prasad",Other,Bihar,Former,,1 (1988–1994)
381,"Upendra, Shri Parvathaneni",Telugu Desam Party,Andhra Pradesh,Former,,"2 (1984–1990, 1990–1996)"
382,"Jain, Dr. Jinendra Kumar",Bharatiya Janata Party,Madhya Pradesh,Former,,1 (1990–1994)
385,"Jain, Shri J.K.",Indian National Congress,Madhya Pradesh,Former,,1 (1980–1986)
388,"Jain, Shri Dharamchand",CONG(I),Bihar,Former,,"2 (1970–1976, 1976–1982)"
391,"Jain, Smt. Chandrika Abhinandan",CONG(I),Maharashtra,Former,,1 (1990–1996)
393,"Jain, Shri Ajit Prasad",Congress,Uttar Pradesh,Former,,1 (1968–1974)
396,"Jagmohan, Shri",Nominated,Nominated,Former,,1 (1990–1996)
403,"Chaliha, Shri Parag",Asom Gana Parishad,Assam,Former,,1 (1995–2001)
407,"Chattopadhyaya, Prof. D.P.",CONG(I),West Bengal,Former,,"2 (1969–1975, 1975–1981)"
410,"Chaturvedi, Shri Banarsi Das",Congress,Madhya Pradesh,Former,,"2 (1952–1958, 1958–1964)"
411,"Chaturvedi, Shri Bhuvnesh",CONG(I),Rajasthan,Former,,"3 (1982–1988, 1988–1994, 1994–2000)"
413,"Anand Chand, Shri",Congress,Bihar,Former,,"2 (1958–1964, 1964–1970)"
414,"Chaturvedi, Smt. Vidyawati",CONG(I),Madhya Pradesh,Former,,"2 (1966–1972, 1972–1978)"
416,"Chaudhary, Shri Ganeshi Lal",Indian National Congress,Uttar Pradesh,Former,,1 (1968–1974)
417,"Jagbir Singh, Shri",Janta Lok Dal,Uttar Pradesh,Former,,1 (1974–1980)
418,"Chaudhuri, Shri Tridib",Revolutionary Socialist Party,West Bengal,Former,,"2 (1987–1993, 1993–1999)"
419,"Jagat Narain, Shri",BKD,Haryana,Former,,1 (1964–1970)
420,"Jagarlamudi, Shri Chandramouli",Swatantra Party,Andhra Pradesh,Former,,1 (1968–1974)
421,"Chaudhury, Shri Mahendramohan",Congress,Assam,Former,,"2 (1956–1962, 1972–1974)"
422,"Jadhav, Shri Vithalrao Madhavrao",CONG(I),Maharashtra,Former,,"2 (1982–1988, 1988–1994)"
424,"Chauhan, Shri Nawab Singh",Congress,Uttar Pradesh,Former,,"2 (1952–1958, 1958–1964)"
425,"Jadhav, Shri D.K.",Other,Madhya Pradesh,Former,,1 (1969–1970)
426,"Chaurasia, Shri Shiv Dayal Singh",CONG(I),Uttar Pradesh,Former,,1 (1974–1980)
427,"Jadhav, Shri Pandurang Dharmaji",Nominated,Nominated,Former,,1 (1978–1984)
428,"Jacob, Shri M.M.",CONG(I),Kerala,Former,,"2 (1982–1988, 1988–1994)"
429,"Iyer, Shri N. Ramakrishna",Independent & Others,Others,Former,,"3 (1957–1960, 1960–1966, 1966–1972)"
430,"Italia, Shri Dinshaw D.",Indian National Congress,Hyderabad,Former,,1 (1952–1956)
431,"Anand Sharma, Shri",Indian National Congress,Himachal Pradesh,Former,73.0,"4 (1984–1990, 2004–2010, 2010–2016, 2016–2022)"
432,"Chautala, Shri Om Prakash",Janata Dal,Haryana,Former,,1 (1987–1990)
433,"Ismail Saheb, Shri M. Muhammad",Muslim League,Madras,Former,,1 (1952–1958)
434,"Ismail, Smt. Fathema",Nominated,Nominated,Former,,1 (1978–1984)
436,"Anant Ram, Pandit",Other,Jammu & Kashmir,Former,,1 (1952–1954)
437,"Ishaque, Shri Muhammad",Congress,West Bengal,Former,,"2 (1961–1964, 1964–1970)"
438,"Iqbal Singh, Shri",CONG(I),Punjab,Former,,1 (1992–1998)
439,"Anbalagan, Shri P.",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,Former,,1 (1980–1984)
440,"Chavan, Smt. Premilabai Dajisaheb",CONG(I),Maharashtra,Former,,1 (1980–1986)
441,"Indra Vidyavachaspati, Shri",Indian National Congress,Uttar Pradesh,Former,,1 (1952–1958)
442,"Inder Singh, Shri",Congress,Uttar Pradesh,Former,,1 (1970–1976)
443,"Inaitullah, Khawaja",Indian National Congress,Bihar,Former,,1 (1952–1954)
444,"Chavda, Shri Khemchandbhai Shomabhai",Congress,Gujarat,Former,,"2 (1960–1966, 1966–1972)"
445,"Imti, Shri T. Aliba",United Democratic Front (Nagaland),Nagaland,Former,,1 (1980–1986)
446,"Imbichibava, Shri E.K.",Communist Party of India,Madras,Former,,1 (1952–1954)
448,"Imam, Shri Jafar",Indian National Congress,Bihar,Former,,1 (1952–1956)
449,"Imam, Smt. Aziza",Congress,Bihar,Former,,"2 (1973–1976, 1976–1982)"
450,"Ibrahim, Hafiz Mohammad",Congress,Uttar Pradesh,Former,,"2 (1958–1962, 1962–1968)"
451,"Ibrahim, Shri B.",CONG(I),Karnataka,Former,,1 (1980–1984)
452,"Chavan, Shri Y. B.",Congress,Maharashtra,Former,,1 (1963–1969)
453,"Chengalvaroyan, Shri T.",Congress (O),Tamil Nadu,Former,,"2 (1963–1966, 1966–1972)"
454,"Wadia, Prof. Ardeshir Ruttonji",Nominated,Nominated,Former,,"2 (1954–1960, 1960–1966)"
455,"Wajd, Shri Sikander Ali",Congress,Maharashtra,Former,,1 (1972–1978)
456,"Chellappa, Shri V. Rajan",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,Former,,1 (1992–1998)
457,"Warerkar, Shri Bhargavram Vitthal (Mama)",Nominated,Nominated,Former,,"2 (1956–1962, 1962–1968)"
459,"Chetia, Shri Purnananda",Congress,Assam,Former,,1 (1964–1970)
460,"Warjri, Shri Alexander",Independent & Others,Meghalaya,Former,,1 (1978–1984)
461,"Wilson, Shri Tharagatury John Moses",Indian National Congress,Andhra Pradesh,Former,,1 (1955–1958)
463,"Yadava, Shri Bal Ram Singh",CONG(I),Uttar Pradesh,Former,,1 (1990–1996)
464,"Chettiar, Shri T.S.Avinashlingam",Congress,Madras,Former,,1 (1958–1964)
465,"Chettri, Shri Krishna Bahadur",Congress,West Bengal,Former,,1 (1972–1978)
466,"Yadav, Shri Hukmdeo Narain",Janata,Bihar,Former,,1 (1980–1986)
467,"Yadav, Shri Jagdambi Prasad",Bharatiya Janata Party,Bihar,Former,,"2 (1968–1974, 1982–1988)"
468,"Lotha, Shri Khyomo",Indian National Congress,Nagaland,Former,,"2 (1974–1980, 1989–1992)"
469,"Chettry, Smt. Maya Devi",Congress,West Bengal,Former,,"2 (1952–1958, 1958–1964)"
471,"Angre, Sardar Chandroji Sambhaji Rao",Hindu Mahasabha,Madhya Bharat,Former,,1 (1952–1954)
472,"Lokesh Chandra, Dr.",Nominated,Nominated,Former,,"2 (1974–1980, 1980–1986)"
473,"Chinai, Shri Babubhai Maneklal",Indian National Congress,Bombay,Former,,"3 (1958–1964, 1964–1970, 1970–1976)"
474,"Yadav, Shri Janardan",Bharatiya Janata Party,Bihar,Former,,1 (1994–2000)
475,"Chordia, Shri Vimal Kumar Mannalalji",Jansangh,Madhya Pradesh,Former,,1 (1962–1968)
476,"Lohani, Shri Iqbalmohmedkhan Talynohmedkhan",Indian National Congress,Gujarat,Former,,1 (1960–1964)
477,"Angre, Shri S.C.",Jansangh,Madhya Pradesh,Former,,1 (1970–1976)
478,"Yadav, Shri Naresh",Rashtriya Janata Dal,Bihar,Former,,1 (1994–2000)
479,"Lingam, Shri N.M.",Indian National Congress,Tamil Nadu,Former,,1 (1958–1964)
480,"Anjiah, Shri T.",CONG(I),Andhra Pradesh,Former,,1 (1978–1984)
481,"Yadav, Shri Ramanand",CONG(I),Bihar,Former,,"2 (1976–1982, 1982–1988)"
482,"Choudhury, Shri Nripati Ranjan",Congress,Assam,Former,,1 (1972–1978)
483,"Limaye, Shri Shripad Krishna",Other,Maharashtra,Former,,1 (1960–1966)
484,"Annadurai, Shri C.N.",Dravida Munnetra Kazhagam,Madras,Former,,1 (1962–1968)
485,"Yadav, Shri Ram Naresh",CONG(I),Uttar Pradesh,Former,,"2 (1988–1994, 1989–1994)"
486,"Chowdhary, Dr. Chandramanilal",Congress,Bihar,Former,,1 (1974–1980)
487,"Ansari, Shri Abdul Qaiyum",Congress,Bihar,Former,,1 (1970–1976)
488,"Lila Devi, Smt.",Indian National Congress,Himachal Pradesh,Former,,1 (1956–1962)
489,"Yadav, Shri Sharad",Janata Dal (United),Bihar,Former,78.0,"4 (1986–1992, 2004–2010, 2014–2016, 2016–2022)"
490,"Ansari, Shri Faridul Haq",Praja Socialist Party,Uttar Pradesh,Former,,"2 (1958–1964, 1964–1970)"
491,"Leuva, Shri Premji Thobhanbhai",Indian National Congress,Bombay,Former,,"2 (1952–1954, 1954–1960)"
492,"Chowdhary, Shri Ram Sewak",CONG(I),Uttar Pradesh,Former,,"2 (1980–1986, 1986–1992)"
493,"Lepcha, Shri Sangdopal",Communist Party of India (Marxist),West Bengal,Former,,1 (1980–1984)
494,"Ansari, Shri Hayatulla",Other,Uttar Pradesh,Former,,"2 (1966–1972, 1982–1988)"
496,"Chowdhri, Shri A. S.",CONG(I),Andhra Pradesh,Former,,"3 (1972–1978, 1980–1986, 1992–1998)"
497,"Yadav, Shri Shyam Lal",Indian National Congress,Uttar Pradesh,Former,,"3 (1970–1976, 1976–1982, 1982–1988)"
498,"Lenka, Shri Kanhu Charan",Indian National Congress,Odisha,Former,,1 (1988–1994)
499,"Chowdhary, Shri Hari Singh",CONG(I),Uttar Pradesh,Former,,1 (1988–1994)
500,"Ledger, Shri David",Asom Gana Parishad,Assam,Former,,1 (1989–1995)
501,"Yajee, Shri Sheel Bhadra",Congress,Bihar,Former,,"3 (1957–1958, 1958–1964, 1966–1972)"
502,"Laxmi Narain, Shri",Indian National Congress,National Capital Territory of Delhi,Former,,1 (1983–1989)
503,"Chowdhury, Smt. Renuka",Indian National Congress,Telangana,Sitting,71.0,"4 (1986–1992, 1992–1998, 2012–2018, 2024–2030)"
504,"Yadav, Shri Ish Dutt",Samajwadi Party,Uttar Pradesh,Former,,"2 (1988–1994, 1994–2000)"
505,"Lavji Lakhamshi, Shri",Indian National Congress,Bombay,Former,,
506,"Yerra Narayanaswamy, Shri",Telugu Desam Party,Andhra Pradesh,Former,,1 (1994–2000)
507,"Yonggam, Shri Nyodek",CONG(I),Arunachal Pradesh,Former,,1 (1990–1996)
508,"Lather, Shri Mohinder Singh",Janata Dal,Haryana,Former,,1 (1988–1994)
509,"Lalsawia, Shri",Independent & Others,Mizoram,Former,,1 (1978–1984)
510,"Lall, Shri Kailash Bihari",Indian National Congress,Bihar,Former,,"2 (1952–1954, 1954–1960)"
511,"Chundawat, Smt. Lakshmi Kumari",CONG(I),Rajasthan,Former,,1 (1972–1978)
512,"Chatterjee, Shri Pranab",Janata Party,Bihar,Former,,1 (1978–1984)
513,"Ansari, Shri Jalaludin",Communist Party of India,Bihar,Former,,1 (1994–2000)
514,"Ansari, Shri Mohammed Amin",Congress,Uttar Pradesh,Former,,1 (1988–1994)
515,"Ansaruddin Ahmed, Shri",Congress,West Bengal,Former,,1 (1958–1964)
517,"Antony, Shri A.K.",Indian National Congress,Kerala,Former,85.0,"5 (1985–1991, 1991–1997, 2005–2010, 2010–2016, 2016–2022)"
518,"Antulay, Shri A.R.",CONG(I),Maharashtra,Former,,1 (1976–1982)
519,"Lalbuaia, Shri",Indian National Congress,Mizoram,Former,,1 (1972–1978)
520,"Anup Singh, Dr.",Congress,Punjab,Former,,"4 (1952–1954, 1954–1960, 1962–1968, 1964–1970)"
521,"Lal, Prof. Mukut Behari",Other,Uttar Pradesh,Former,,1 (1960–1966)
522,"Anwar, Shri N.M.",Congress,Madras,Former,,1 (1960–1966)
524,"Appan, Shri G.A.",Dravida Munnetra Kazhagam,Madras,Former,,1 (1968–1974)
525,"Laksman Singhji Bahadur, His Highness Rai-I-Rayan Maharawal Shrisir",Independent & Others,Rajasthan,Former,,1 (1952–1958)
526,"Lakshmanna, Prof. C.",Telugu Desam Party,Andhra Pradesh,Former,,1 (1984–1990)
527,"Lakshmanan, Shri G.",Dravida Munnetra Kazhagam,Tamil Nadu,Former,,1 (1974–1980)
528,"Lakhawat, Shri Onkar Singh",Bharatiya Janata Party,Rajasthan,Former,,1 (1997–2000)
529,"Vaduthala, Shri T.K.C.",CONG(I),Kerala,Former,,1 (1986–1992)
530,"Lakhan Singh, Shri",Bharatiya Janata Party,Uttar Pradesh,Former,,1 (1978–1984)
531,"Lakhanpal, Smt. Chandravati",Indian National Congress,Uttar Pradesh,Former,,"2 (1952–1956, 1956–1962)"
532,"Chagla, Shri M. C.",Indian National Congress,Maharashtra,Former,,"3 (1962–1968, 1964–1966, 1966–1972)"
533,"Lahoti, Shri Puranmal S.",Indian National Congress,Hyderabad,Former,,1 (1952–1954)
